,_step,_runtime,epochs,_timestamp,Supertransformer mlm loss,Smallest mlm loss,Subtransformer mlm loss
117,18206,13568,0.0,1658132005,,,
118,18436,13739,0.0,1658132176,,,
119,18467,13762,0.0,1658132199,,,
120,18625,13880,0.0,1658132317,,,
121,18971,14138,0.0,1658132575,,,
122,19201,14311,0.0,1658132748,,,
123,19304,14387,0.0,1658132824,,,
124,19390,14451,0.0,1658132888,,,
125,19484,14523,0.0,1658132960,,,
126,19513,14543,0.0,1658132980,,,
127,19522,14550,0.0,1658132987,,,
128,19851,14797,0.0,1658133234,,,
129,20034,14934,0.0,1658133371,,,
130,20123,15000,0.0,1658133437,,,
131,20174,15038,0.0,1658133475,,,
132,20198,15056,0.0,1658133493,,,
133,20215,15069,0.0,1658133506,,,
134,20277,15115,0.0,1658133552,,,
135,20309,15139,0.0,1658133576,,,
136,20367,15183,0.0,1658133620,,,
137,20529,15304,0.0,1658133741,,,
138,20739,15460,0.0,1658133897,,,
139,21125,15748,0.0,1658134185,,,
140,21193,15799,0.0,1658134236,,,
141,21530,16051,0.0,1658134488,,,
142,21566,16078,0.0,1658134515,,,
143,21572,16082,0.0,1658134519,,,
144,21728,16200,0.0,1658134637,,,
145,21944,16361,0.0,1658134798,,,
146,22615,16863,0.0,1658135300,,,
147,22824,17020,0.0,1658135457,,,
148,22866,17051,0.0,1658135488,,,
149,22966,17126,0.0,1658135563,,,
150,23142,17259,0.0,1658135696,,,
151,23212,17311,0.0,1658135748,,,
152,23530,17548,0.0,1658135985,,,
153,23713,17686,0.0,1658136123,,,
154,23724,17693,0.0,1658136130,,,
155,24283,18111,0.0,1658136548,,,
156,24490,18267,0.0,1658136704,,,
157,24523,18290,0.0,1658136727,,,
158,24633,18373,0.0,1658136810,,,
159,24743,18454,0.0,1658136891,,,
160,24900,18572,0.0,1658137009,,,
161,25232,18820,0.0,1658137257,,,
162,25283,18859,0.0,1658137296,,,
163,25394,18943,0.0,1658137380,,,
164,25530,19045,0.0,1658137482,,,
165,25603,19100,0.0,1658137537,,,
166,25664,19146,0.0,1658137583,,,
167,25837,19275,0.0,1658137712,,,
168,26139,19502,0.0,1658137939,,,
169,26270,19601,0.0,1658138038,,,
170,26417,19712,0.0,1658138149,,,
171,26501,19775,0.0,1658138212,,,
172,26536,19801,0.0,1658138238,,,
173,26651,19888,0.0,1658138325,,,
174,27189,20292,0.0,1658138729,,,
175,27381,20436,0.0,1658138873,,,
176,27396,20447,0.0,1658138884,,,
177,27658,20646,0.0,1658139083,,,
178,27659,20647,0.0,1658139084,,,
179,27800,20753,0.0,1658139190,,,
180,28341,21159,0.0,1658139596,,,
181,28351,21167,0.0,1658139604,,,
182,28539,21309,0.0,1658139746,,,
183,28730,21453,0.0,1658139890,,,
184,28771,21483,0.0,1658139920,,,
185,28878,21563,0.0,1658140000,,,
186,28903,21582,0.0,1658140019,,,
187,28969,21631,0.0,1658140068,,,
188,29252,21845,0.0,1658140282,,,
189,29278,21865,0.0,1658140302,,,
190,29375,21938,0.0,1658140375,,,
191,29389,21948,0.0,1658140385,,,
192,29505,22035,0.0,1658140472,,,
193,29786,22246,0.0,1658140683,,,
194,29917,22346,0.0,1658140783,,,
195,30023,22425,0.0,1658140862,,,
196,30356,22675,0.0,1658141112,,,
197,30465,22757,0.0,1658141194,,,
198,30528,22804,0.0,1658141241,,,
199,30980,23144,0.0,1658141581,,,
200,31062,23206,0.0,1658141643,,,
201,31195,23306,0.0,1658141743,,,
202,31588,23602,0.0,1658142039,,,
203,31796,23759,0.0,1658142196,,,
204,31815,23773,0.0,1658142210,,,
205,32024,23931,0.0,1658142368,,,
206,32064,23962,0.0,1658142399,,,
207,32223,24083,0.0,1658142520,,,
208,32593,24362,0.0,1658142799,,,
209,32637,24396,0.0,1658142833,,,
210,32665,24417,0.0,1658142854,,,
211,32837,24547,0.0,1658142984,,,
212,32844,24552,0.0,1658142989,,,
213,33471,25026,0.0,1658143463,,,
214,33535,25074,0.0,1658143511,,,
215,33577,25106,0.0,1658143543,,,
216,33665,25173,0.0,1658143610,,,
217,33826,25294,0.0,1658143731,,,
218,33858,25319,0.0,1658143756,,,
219,33875,25331,0.0,1658143768,,,
220,33959,25395,0.0,1658143832,,,
221,34001,25426,0.0,1658143863,,,
222,34899,26108,0.0,1658144545,,,
223,35316,26423,0.0,1658144860,,,
224,35422,26502,0.0,1658144939,,,
225,35662,26684,0.0,1658145121,,,
226,35949,26901,0.0,1658145338,,,
227,36194,27086,0.0,1658145523,,,
228,36367,27219,0.0,1658145656,,,
229,36477,27301,0.0,1658145738,,,
230,36535,27345,0.0,1658145782,,,
231,37369,27977,0.0,1658146414,,,
232,37587,28141,0.0,1658146578,,,
233,37746,28262,0.0,1658146699,,,
234,38157,28573,0.0,1658147010,,,
235,38584,28895,0.0,1658147332,,,
236,38745,29016,0.0,1658147453,,,
237,39221,29375,0.0,1658147812,,,
238,39235,29385,0.0,1658147822,,,
239,39909,29922,1.0,1658148359,,,
240,39952,29955,1.0,1658148392,,,
241,40308,30226,1.0,1658148663,,,
242,40335,30246,1.0,1658148683,,,
243,40380,30280,1.0,1658148717,,,
244,40417,30307,1.0,1658148744,,,
245,40505,30374,1.0,1658148811,,,
246,40531,30394,1.0,1658148831,,,
247,40559,30416,1.0,1658148853,,,
248,40777,30581,1.0,1658149018,,,
249,40951,30712,1.0,1658149149,,,
250,41215,30910,1.0,1658149347,,,
251,41496,31122,1.0,1658149559,,,
252,41552,31164,1.0,1658149601,,,
253,41722,31292,1.0,1658149729,,,
254,41802,31353,1.0,1658149790,,,
255,42100,31578,1.0,1658150015,,,
256,42662,32002,1.0,1658150439,,,
257,42810,32114,1.0,1658150551,,,
258,43533,32662,1.0,1658151099,,,
259,43537,32666,1.0,1658151103,,,
260,43674,32769,1.0,1658151206,,,
261,43958,32984,1.0,1658151421,,,
262,44128,33112,1.0,1658151549,,,
263,44245,33201,1.0,1658151638,,,
264,44419,33332,1.0,1658151769,,,
265,44482,33379,1.0,1658151816,,,
266,44599,33467,1.0,1658151904,,,
267,44684,33530,1.0,1658151967,,,
268,44864,33664,1.0,1658152101,,,
269,44919,33705,1.0,1658152142,,,
270,45327,34011,1.0,1658152448,,,
271,45446,34100,1.0,1658152537,,,
272,45691,34285,1.0,1658152722,,,
273,45836,34394,1.0,1658152831,,,
274,46025,34535,1.0,1658152972,,,
275,46139,34621,1.0,1658153058,,,
276,46166,34641,1.0,1658153078,,,
277,46305,34745,1.0,1658153182,,,
278,46317,34754,1.0,1658153191,,,
279,46394,34813,1.0,1658153250,,,
280,46517,34905,1.0,1658153342,,,
281,46769,35096,1.0,1658153533,,,
282,46791,35113,1.0,1658153550,,,
283,46792,35114,1.0,1658153551,,,
284,46862,35166,1.0,1658153603,,,
285,47933,35973,1.0,1658154410,,,
286,48027,36044,1.0,1658154481,,,
287,48039,36053,1.0,1658154490,,,
288,48288,36241,1.0,1658154678,,,
289,48394,36322,1.0,1658154759,,,
290,48589,36469,1.0,1658154906,,,
291,48846,36663,1.0,1658155100,,,
292,48864,36677,1.0,1658155114,,,
293,48924,36723,1.0,1658155160,,,
294,48962,36751,1.0,1658155188,,,
295,49215,36943,1.0,1658155380,,,
296,49463,37130,1.0,1658155567,,,
297,49535,37185,1.0,1658155622,,,
298,49745,37344,1.0,1658155781,,,
299,49857,37428,1.0,1658155865,,,
300,49873,37440,1.0,1658155877,,,
301,50004,37540,1.0,1658155977,,,
302,50141,37643,1.0,1658156080,,,
303,50452,37878,1.0,1658156315,,,
304,50521,37930,1.0,1658156367,,,
305,50646,38024,1.0,1658156461,,,
306,51057,38333,1.0,1658156770,,,
307,51081,38351,1.0,1658156788,,,
308,51135,38392,1.0,1658156829,,,
309,51380,38577,1.0,1658157014,,,
310,51512,38677,1.0,1658157114,,,
311,52131,39145,1.0,1658157582,,,
312,52237,39226,1.0,1658157663,,,
313,52259,39242,1.0,1658157679,,,
314,52978,39786,1.0,1658158223,,,
315,53003,39805,1.0,1658158242,,,
316,53032,39827,1.0,1658158264,,,
317,53283,40017,1.0,1658158454,,,
318,53925,40502,1.0,1658158939,,,
319,54163,40682,1.0,1658159119,,,
320,54181,40696,1.0,1658159133,,,
321,54254,40751,1.0,1658159188,,,
322,54260,40755,1.0,1658159192,,,
323,54650,41052,1.0,1658159489,,,
324,54748,41126,1.0,1658159563,,,
325,54774,41145,1.0,1658159582,,,
326,54861,41211,1.0,1658159648,,,
327,54994,41312,1.0,1658159749,,,
328,55193,41462,1.0,1658159899,,,
329,55355,41584,1.0,1658160021,,,
330,55564,41741,1.0,1658160178,,,
331,55619,41783,1.0,1658160220,,,
332,55752,41884,1.0,1658160321,,,
333,55781,41906,1.0,1658160343,,,
334,56444,42408,1.0,1658160845,,,
335,56527,42470,1.0,1658160907,,,
336,56599,42524,1.0,1658160961,,,
337,56783,42664,1.0,1658161101,,,
338,56860,42722,1.0,1658161159,,,
339,56923,42770,1.0,1658161207,,,
340,57229,43001,1.0,1658161438,,,
341,57284,43041,1.0,1658161478,,,
342,57323,43071,1.0,1658161508,,,
343,57486,43194,1.0,1658161631,,,
344,57830,43456,1.0,1658161893,,,
345,57911,43517,1.0,1658161954,,,
346,58336,43837,1.0,1658162274,,,
347,58640,44068,1.0,1658162505,,,
348,58751,44152,1.0,1658162589,,,
349,58826,44209,1.0,1658162646,,,
350,59014,44351,1.0,1658162788,,,
351,59029,44362,1.0,1658162799,,,
352,59211,44500,1.0,1658162937,,,
353,59499,44718,1.0,1658163155,,,
354,59669,44847,1.0,1658163284,,,
355,59768,44921,1.0,1658163358,,,
356,59797,44943,1.0,1658163380,,,
357,59976,45078,1.0,1658163515,,,
358,60059,45141,1.0,1658163578,,,
359,60228,45268,1.0,1658163705,,,
360,60548,45515,1.0,1658163952,,,
361,60616,45567,1.0,1658164004,,,
362,60681,45617,1.0,1658164054,,,
363,60926,45813,1.0,1658164250,,,
364,61345,46130,1.0,1658164567,,,
365,61362,46143,1.0,1658164580,,,
366,61373,46151,1.0,1658164588,,,
367,61487,46238,1.0,1658164675,,,
368,61842,46506,1.0,1658164943,,,
369,61935,46576,1.0,1658165013,,,
370,62010,46633,1.0,1658165070,,,
371,62067,46676,1.0,1658165113,,,
372,62080,46686,1.0,1658165123,,,
373,62555,47046,1.0,1658165483,,,
374,62561,47051,1.0,1658165488,,,
375,62945,47341,1.0,1658165778,,,
376,62948,47344,1.0,1658165781,,,
377,63240,47566,1.0,1658166003,,,
378,63252,47575,1.0,1658166012,,,
379,63268,47588,1.0,1658166025,,,
380,63615,47849,1.0,1658166286,,,
381,63991,48134,1.0,1658166571,,,
382,64242,48323,1.0,1658166760,,,
383,64279,48351,1.0,1658166788,,,
384,64734,48696,1.0,1658167133,,,
385,64771,48724,1.0,1658167161,,,
386,64783,48733,1.0,1658167170,,,
387,64838,48774,1.0,1658167211,,,
388,64986,48886,1.0,1658167323,,,
389,65171,49026,1.0,1658167463,,,
390,65251,49086,1.0,1658167523,,,
391,65528,49296,1.0,1658167733,,,
392,65566,49325,1.0,1658167762,,,
393,65672,49406,1.0,1658167843,,,
394,66141,49760,1.0,1658168197,,,
395,66271,49859,1.0,1658168296,,,
396,66367,49931,1.0,1658168368,,,
397,66800,50260,1.0,1658168697,,,
398,67133,50512,1.0,1658168949,,,
399,67317,50652,1.0,1658169089,,,
400,67445,50749,1.0,1658169186,,,
401,67662,50913,1.0,1658169350,,,
402,67681,50927,1.0,1658169364,,,
403,67838,51045,1.0,1658169482,,,
404,67887,51083,1.0,1658169520,,,
405,67997,51165,1.0,1658169602,,,
406,68095,51240,1.0,1658169677,,,
407,68106,51248,1.0,1658169685,,,
408,68347,51430,1.0,1658169867,,,
409,68417,51482,1.0,1658169919,,,
410,68662,51668,1.0,1658170105,,,
411,68716,51709,1.0,1658170146,,,
412,68788,51763,1.0,1658170200,,,
413,68832,51796,1.0,1658170233,,,
414,68904,51851,1.0,1658170288,,,
415,68947,51883,1.0,1658170320,,,
416,68966,51897,1.0,1658170334,,,
417,69060,51969,1.0,1658170406,,,
418,69326,52172,1.0,1658170609,,,
419,69345,52186,1.0,1658170623,,,
420,69389,52219,1.0,1658170656,,,
421,69669,52430,1.0,1658170867,,,
422,69924,52624,1.0,1658171061,,,
423,70200,52832,1.0,1658171269,,,
424,70249,52869,1.0,1658171306,,,
425,70382,52969,1.0,1658171406,,,
426,70441,53013,1.0,1658171450,,,
427,70544,53090,1.0,1658171527,,,
428,70585,53121,1.0,1658171558,,,
429,70854,53323,1.0,1658171760,,,
430,71020,53449,1.0,1658171886,,,
431,71103,53512,1.0,1658171949,,,
432,71161,53555,1.0,1658171992,,,
433,71267,53635,1.0,1658172072,,,
434,71344,53692,1.0,1658172129,,,
435,71787,54027,1.0,1658172464,,,
436,72184,54328,1.0,1658172765,,,
437,72344,54449,1.0,1658172886,,,
438,72579,54627,1.0,1658173064,,,
439,72621,54659,1.0,1658173096,,,
440,73170,55074,1.0,1658173511,,,
441,73554,55365,1.0,1658173802,,,
442,73613,55409,1.0,1658173846,,,
443,73696,55473,1.0,1658173910,,,
444,73991,55696,1.0,1658174133,,,
445,74368,55982,1.0,1658174419,,,
446,74468,56057,1.0,1658174494,,,
447,74519,56096,1.0,1658174533,,,
448,74959,56429,1.0,1658174866,,,
449,74975,56441,1.0,1658174878,,,
450,75618,56928,1.0,1658175365,,,
451,76098,57290,1.0,1658175727,,,
452,76169,57343,1.0,1658175780,,,
453,76176,57348,1.0,1658175785,,,
454,76178,57350,1.0,1658175787,,,
455,76544,57628,1.0,1658176065,,,
456,76698,57744,1.0,1658176181,,,
457,76876,57878,1.0,1658176315,,,
458,76982,57958,1.0,1658176395,,,
459,77015,57983,1.0,1658176420,,,
460,77451,58314,1.0,1658176751,,,
461,77589,58419,1.0,1658176856,,,
462,77691,58497,1.0,1658176934,,,
463,78095,58803,1.0,1658177240,,,
464,78176,58864,1.0,1658177301,,,
465,78221,58898,1.0,1658177335,,,
466,78318,58972,1.0,1658177409,,,
467,78385,59022,1.0,1658177459,,,
468,78446,59069,1.0,1658177506,,,
469,78588,59176,1.0,1658177613,,,
470,78641,59216,1.0,1658177653,,,
471,78716,59273,1.0,1658177710,,,
472,79146,59600,1.0,1658178037,,,
473,79338,59772,2.0,1658178209,,,
474,79369,59795,2.0,1658178232,,,
475,79422,59836,2.0,1658178273,,,
476,79505,59900,2.0,1658178337,,,
477,79820,60138,2.0,1658178575,,,
478,79945,60233,2.0,1658178670,,,
479,80201,60426,2.0,1658178863,,,
480,80318,60516,2.0,1658178953,,,
481,80459,60622,2.0,1658179059,,,
482,81186,61171,2.0,1658179608,,,
483,81244,61216,2.0,1658179653,,,
484,81347,61295,2.0,1658179732,,,
485,81402,61336,2.0,1658179773,,,
486,81695,61558,2.0,1658179995,,,
487,81741,61593,2.0,1658180030,,,
488,81952,61753,2.0,1658180190,,,
489,82065,61838,2.0,1658180275,,,
490,82166,61915,2.0,1658180352,,,
491,82284,62004,2.0,1658180441,,,
492,82315,62028,2.0,1658180465,,,
493,82364,62065,2.0,1658180502,,,
494,82570,62221,2.0,1658180658,,,
495,82573,62223,2.0,1658180660,,,
496,82582,62230,,1658180667,0.1759352833032608,0.39824071526527405,0.3379955589771271
497,82879,62453,2.0,1658180890,,,
498,83080,62605,2.0,1658181042,,,
499,83466,62897,2.0,1658181334,,,
500,83563,62971,2.0,1658181408,,,
501,83576,62981,2.0,1658181418,,,
502,83610,63006,2.0,1658181443,,,
503,84043,63333,2.0,1658181770,,,
504,84292,63520,2.0,1658181957,,,
505,84445,63635,2.0,1658182072,,,
506,84520,63692,2.0,1658182129,,,
